"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","zhiyang"
"Cmdline:","dstat -tcnm --output ../logs/1/dstat_mw1.csv",,,,"Date:","17 Oct 2018 20:39:35 UTC"

"system","total cpu usage",,,,,,"net/total",,"memory usage",,,
17-10 20:55:03,17.548,6.065,73.548,0.0,0.0,2.839,25332546.0,24615199.0,1886150656.0,18612224.0,271319040.0,12530008064.0
17-10 20:55:04,19.326,5.966,71.595,0.0,0.0,3.113,25465635.0,24749495.0,1885986816.0,18612224.0,271319040.0,12530171904.0
17-10 20:55:05,18.277,5.875,72.846,0.0,0.0,3.003,25794455.0,25049707.0,1886162944.0,18612224.0,271319040.0,12529995776.0
17-10 20:55:06,16.449,5.352,74.543,0.0,0.0,3.655,25396974.0,24632916.0,1884401664.0,18612224.0,271319040.0,12531757056.0
17-10 20:55:07,19.162,6.218,72.081,0.0,0.0,2.538,25393540.0,24740538.0,1884270592.0,18612224.0,271319040.0,12531888128.0
17-10 20:55:08,19.490,7.006,71.083,0.0,0.0,2.420,25388692.0,24650506.0,1884467200.0,18612224.0,271319040.0,12531691520.0
17-10 20:55:09,19.127,6.547,69.961,0.0,0.0,4.365,25418428.0,24718956.0,1882304512.0,18612224.0,271319040.0,12533854208.0
17-10 20:55:10,17.853,5.951,73.092,0.0,0.0,3.105,25391422.0,24660601.0,1882537984.0,18612224.0,271319040.0,12533620736.0
17-10 20:55:11,16.819,5.997,73.664,0.0,0.0,3.520,25395615.0,24678050.0,1880506368.0,18612224.0,271319040.0,12535652352.0
17-10 20:55:12,17.419,7.484,71.871,0.258,0.0,2.968,25800178.0,25069116.0,1880563712.0,18620416.0,271319040.0,12535586816.0
17-10 20:55:13,18.277,6.658,70.627,0.0,0.0,4.439,25786945.0,25037114.0,1878466560.0,18620416.0,271319040.0,12537683968.0
17-10 20:55:14,16.469,6.719,73.123,0.0,0.0,3.689,25395069.0,24745290.0,1878630400.0,18620416.0,271319040.0,12537520128.0
17-10 20:55:15,18.075,7.022,71.521,0.0,0.0,3.381,25405995.0,24686421.0,1876627456.0,18620416.0,271319040.0,12539523072.0
17-10 20:55:16,16.885,6.414,73.953,0.0,0.0,2.749,25787372.0,25066262.0,1876758528.0,18620416.0,271319040.0,12539392000.0
17-10 20:55:17,19.291,7.480,69.685,0.0,0.0,3.543,26189023.0,25429603.0,1874497536.0,18620416.0,271319040.0,12541652992.0
17-10 20:55:18,19.430,6.218,70.984,0.0,0.0,3.368,25407817.0,24717291.0,1874497536.0,18620416.0,271319040.0,12541652992.0
17-10 20:55:19,16.324,7.198,72.237,0.0,0.0,4.242,25384939.0,24635989.0,1872793600.0,18620416.0,271319040.0,12543356928.0
17-10 20:55:20,20.903,6.581,69.419,0.0,0.0,3.097,25387080.0,24660471.0,1870430208.0,18620416.0,271319040.0,12545720320.0
17-10 20:55:21,18.065,7.226,71.097,0.0,0.0,3.613,25419600.0,24732158.0,1870458880.0,18620416.0,271323136.0,12545687552.0
17-10 20:55:22,19.029,7.087,71.391,0.0,0.0,2.493,25386392.0,24654265.0,1868427264.0,18620416.0,271323136.0,12547719168.0
17-10 20:55:23,19.321,7.050,69.582,0.0,0.0,4.047,25399721.0,24694774.0,1868296192.0,18620416.0,271323136.0,12547850240.0
17-10 20:55:24,20.052,7.374,69.340,0.0,0.0,3.234,25396120.0,24668756.0,1868623872.0,18620416.0,271323136.0,12547522560.0
17-10 20:55:25,18.182,8.169,70.224,0.0,0.0,3.426,25397144.0,24686918.0,1870381056.0,18620416.0,271323136.0,12545765376.0
17-10 20:55:26,19.689,7.902,69.819,0.0,0.0,2.591,25390680.0,24687759.0,1872019456.0,18620416.0,271323136.0,12544126976.0
17-10 20:55:27,20.390,5.974,69.610,0.0,0.0,4.026,25410885.0,24706178.0,1872150528.0,18620416.0,271323136.0,12543995904.0
17-10 20:55:28,19.740,5.714,70.390,0.0,0.0,4.156,25391018.0,24677732.0,1870151680.0,18620416.0,271323136.0,12545994752.0
17-10 20:55:29,19.872,8.205,67.821,0.0,0.0,4.103,25785491.0,25014205.0,1869987840.0,18620416.0,271323136.0,12546158592.0
17-10 20:55:30,17.731,6.128,72.490,0.0,0.0,3.651,25411063.0,24737430.0,1872101376.0,18620416.0,271323136.0,12544045056.0
17-10 20:55:31,17.746,6.347,72.280,0.0,0.0,3.627,25781151.0,25035108.0,1869905920.0,18620416.0,271323136.0,12546240512.0
17-10 20:55:32,19.870,7.273,69.481,0.0,0.0,3.377,25795211.0,25070820.0,1872363520.0,18620416.0,271323136.0,12543782912.0
17-10 20:55:33,19.503,7.853,69.241,0.0,0.0,3.403,25388806.0,24660357.0,1870331904.0,18620416.0,271323136.0,12545814528.0
17-10 20:55:34,20.213,7.979,67.952,0.0,0.0,3.856,25795263.0,25118536.0,1870168064.0,18620416.0,271323136.0,12545978368.0
17-10 20:55:35,20.469,7.692,68.318,0.0,0.0,3.520,25797996.0,25088748.0,1872736256.0,18620416.0,271323136.0,12543410176.0
17-10 20:55:36,20.128,8.077,66.667,0.0,0.0,5.128,25802350.0,25056700.0,1959198720.0,18620416.0,271323136.0,12456947712.0
17-10 20:55:37,18.734,7.752,69.638,0.0,0.0,3.876,25382350.0,24677687.0,1959329792.0,18620416.0,271323136.0,12456816640.0
17-10 20:55:38,19.716,6.572,70.103,0.0,0.0,3.608,25408701.0,24680151.0,1959460864.0,18620416.0,271323136.0,12456685568.0
17-10 20:55:39,21.739,6.138,68.159,0.0,0.0,3.964,25727974.0,25021601.0,1959428096.0,18620416.0,271323136.0,12456718336.0
17-10 20:55:40,16.559,6.339,73.480,0.0,0.0,3.622,25459826.0,24730642.0,1958662144.0,18620416.0,271323136.0,12457484288.0
17-10 20:55:41,17.286,7.426,72.343,0.0,0.0,2.945,25394792.0,24672541.0,1956806656.0,18620416.0,271323136.0,12459339776.0
17-10 20:55:42,18.297,6.734,71.410,0.0,0.0,3.558,25411063.0,24695018.0,1956937728.0,18620416.0,271323136.0,12459208704.0
17-10 20:55:43,18.194,5.548,73.032,0.258,0.0,2.968,25387084.0,24691228.0,1956896768.0,18628608.0,271323136.0,12459241472.0
17-10 20:55:44,17.454,6.037,72.835,0.0,0.0,3.675,25794646.0,25054220.0,1954766848.0,18628608.0,271323136.0,12461371392.0
17-10 20:55:45,18.961,6.234,72.468,0.0,0.0,2.338,25406963.0,24693285.0,1954603008.0,18628608.0,271323136.0,12461535232.0
17-10 20:55:46,17.330,6.290,72.015,0.0,0.0,4.365,25785538.0,25058747.0,1954578432.0,18628608.0,271323136.0,12461559808.0
17-10 20:55:47,19.610,7.403,69.221,0.0,0.0,3.766,25795664.0,25060067.0,1952415744.0,18628608.0,271323136.0,12463722496.0
17-10 20:55:48,16.359,6.201,73.879,0.0,0.0,3.562,25406041.0,24699656.0,1952415744.0,18628608.0,271323136.0,12463722496.0
17-10 20:55:49,16.754,6.283,74.084,0.0,0.0,2.880,25324810.0,24665597.0,1950285824.0,18628608.0,271323136.0,12465852416.0
17-10 20:55:50,18.135,6.769,71.009,0.0,0.0,4.087,25416351.0,24626062.0,1950466048.0,18628608.0,271323136.0,12465672192.0
17-10 20:55:51,17.029,7.554,71.703,0.0,0.0,3.713,25447120.0,24736703.0,1948831744.0,18628608.0,271323136.0,12467306496.0
17-10 20:55:52,16.062,6.736,73.834,0.0,0.0,3.368,25256935.0,24534074.0,1948405760.0,18628608.0,271323136.0,12467732480.0
17-10 20:55:53,18.822,5.634,72.215,0.0,0.0,3.329,25529154.0,24807693.0,1948504064.0,18628608.0,271323136.0,12467634176.0
17-10 20:55:54,19.036,6.599,70.939,0.0,0.0,3.426,25792227.0,25073733.0,1946374144.0,18628608.0,271323136.0,12469764096.0
17-10 20:55:55,19.309,5.882,72.251,0.0,0.0,2.558,25405074.0,24707288.0,1946271744.0,18628608.0,271327232.0,12469862400.0
17-10 20:55:56,18.428,6.572,72.036,0.0,0.0,2.964,25390953.0,24666903.0,1945923584.0,18628608.0,271331328.0,12470206464.0
17-10 20:55:57,18.378,6.591,71.483,0.0,0.0,3.549,25113622.0,24390405.0,1943924736.0,18628608.0,271331328.0,12472205312.0
17-10 20:55:58,17.241,6.258,73.308,0.0,0.0,3.193,25625136.0,24932700.0,1943990272.0,18628608.0,271331328.0,12472139776.0
17-10 20:55:59,17.364,7.098,71.610,0.0,0.0,3.929,25446672.0,24715242.0,1943924736.0,18628608.0,271331328.0,12472205312.0
17-10 20:56:00,20.359,6.914,69.142,0.0,0.0,3.585,26199488.0,25507019.0,1944272896.0,18628608.0,271331328.0,12471857152.0
17-10 20:56:01,16.964,7.015,72.449,0.0,0.0,3.571,25355575.0,24565734.0,1943924736.0,18628608.0,271331328.0,12472205312.0
17-10 20:56:02,17.436,7.051,71.667,0.0,0.0,3.846,25422027.0,24764850.0,1943924736.0,18628608.0,271331328.0,12472205312.0
17-10 20:56:03,18.052,6.234,72.727,0.0,0.0,2.987,25366819.0,24637853.0,1943953408.0,18628608.0,271331328.0,12472176640.0
17-10 20:56:04,18.605,5.814,71.447,0.0,0.0,4.134,25833353.0,25119222.0,1942085632.0,18628608.0,271331328.0,12474044416.0
17-10 20:56:05,19.509,6.848,69.251,0.0,0.0,4.393,26185987.0,25437375.0,1941921792.0,18628608.0,271331328.0,12474208256.0
17-10 20:56:06,16.927,6.510,73.568,0.0,0.0,2.995,25457087.0,24778315.0,1940082688.0,18628608.0,271331328.0,12476047360.0
17-10 20:56:07,18.394,6.477,71.244,0.0,0.0,3.886,25880988.0,25208749.0,1939755008.0,18628608.0,271331328.0,12476375040.0
17-10 20:56:08,17.403,6.234,73.377,0.0,0.0,2.987,25610218.0,24816917.0,1940049920.0,18628608.0,271331328.0,12476080128.0
17-10 20:56:09,17.769,6.485,72.114,0.0,0.0,3.632,25431295.0,24710870.0,1937592320.0,18628608.0,271331328.0,12478537728.0
17-10 20:56:10,17.232,6.527,72.977,0.0,0.0,3.264,25406352.0,24694857.0,1937788928.0,18628608.0,271331328.0,12478341120.0
17-10 20:56:11,19.817,6.910,68.579,0.0,0.0,4.694,25385666.0,24651873.0,1935982592.0,18628608.0,271331328.0,12480147456.0
17-10 20:56:12,19.321,5.483,72.063,0.0,0.0,3.133,25800024.0,25106068.0,1935273984.0,18628608.0,271331328.0,12480856064.0
17-10 20:56:13,18.490,5.990,71.484,0.260,0.0,3.776,25801166.0,25054106.0,1933168640.0,18636800.0,271331328.0,12482953216.0
17-10 20:56:14,18.147,6.692,72.072,0.0,0.0,3.089,25390865.0,24679170.0,1930809344.0,18636800.0,271331328.0,12485312512.0
17-10 20:56:15,19.066,6.355,71.336,0.0,0.0,3.243,25395784.0,24714825.0,1931071488.0,18636800.0,271331328.0,12485050368.0
17-10 20:56:16,18.620,7.161,70.443,0.0,0.0,3.776,26182951.0,25445347.0,1931018240.0,18636800.0,271331328.0,12485103616.0
17-10 20:56:17,19.276,6.080,71.410,0.0,0.0,3.234,25405456.0,24682901.0,1931214848.0,18636800.0,271331328.0,12484907008.0
17-10 20:56:18,18.147,6.821,71.815,0.0,0.0,3.218,25780649.0,25039343.0,1931411456.0,18636800.0,271331328.0,12484710400.0
17-10 20:56:19,18.018,6.692,72.716,0.0,0.0,2.574,25415765.0,24733408.0,1933475840.0,18636800.0,271331328.0,12482646016.0
17-10 20:56:20,15.092,6.430,74.147,0.0,0.0,4.331,25389983.0,24661087.0,1935572992.0,18636800.0,271331328.0,12480548864.0
17-10 20:56:21,17.972,6.675,72.401,0.0,0.0,2.953,25400603.0,24689539.0,1936306176.0,18636800.0,271331328.0,12479815680.0
17-10 20:56:22,17.730,6.250,71.684,0.0,0.0,4.337,25405962.0,24687781.0,1936044032.0,18636800.0,271331328.0,12480077824.0
17-10 20:56:23,17.992,6.519,71.578,0.0,0.0,3.911,25814771.0,25101545.0,1934045184.0,18636800.0,271331328.0,12482076672.0
17-10 20:56:24,18.999,6.033,72.144,0.0,0.0,2.824,25762237.0,25044860.0,1936334848.0,18636800.0,271331328.0,12479787008.0
17-10 20:56:25,18.029,6.485,72.374,0.0,0.0,3.113,25405479.0,24660653.0,1936302080.0,18636800.0,271331328.0,12479819776.0
17-10 20:56:26,17.744,7.605,71.103,0.0,0.0,3.549,25381766.0,24672228.0,1934610432.0,18636800.0,271331328.0,12481511424.0
17-10 20:56:27,18.323,7.484,70.839,0.0,0.0,3.355,25804180.0,25064745.0,1936707584.0,18636800.0,271331328.0,12479414272.0
17-10 20:56:28,19.017,6.468,71.281,0.0,0.0,3.234,25401599.0,24702314.0,1936969728.0,18636800.0,271331328.0,12479152128.0
17-10 20:56:29,16.991,6.096,72.763,0.0,0.0,4.150,25386497.0,24669637.0,1934802944.0,18636800.0,271335424.0,12481314816.0
17-10 20:56:30,17.982,6.339,71.928,0.0,0.0,3.752,25395807.0,24671563.0,1936703488.0,18636800.0,271335424.0,12479414272.0
17-10 20:56:31,18.644,6.649,71.838,0.0,0.0,2.868,25378672.0,24695854.0,1934364672.0,18636800.0,271335424.0,12481753088.0
17-10 20:56:32,17.922,7.273,70.390,0.0,0.0,4.416,25409739.0,24673509.0,1936691200.0,18636800.0,271335424.0,12479426560.0
17-10 20:56:33,16.900,8.132,71.156,0.0,0.0,3.812,25781116.0,25023433.0,1936560128.0,18636800.0,271335424.0,12479557632.0
17-10 20:56:34,18.264,6.088,71.762,0.0,0.0,3.886,25793547.0,25120775.0,1934495744.0,18636800.0,271335424.0,12481622016.0
17-10 20:56:35,18.758,6.727,71.410,0.0,0.0,3.105,25794082.0,25054827.0,1936592896.0,18636800.0,271335424.0,12479524864.0
17-10 20:56:36,17.670,6.402,72.471,0.0,0.0,3.457,25407979.0,24686942.0,1936113664.0,18636800.0,271335424.0,12480004096.0
17-10 20:56:37,17.260,7.246,72.464,0.0,0.0,3.030,25337328.0,24684208.0,1934311424.0,18636800.0,271335424.0,12481806336.0
17-10 20:56:38,18.194,6.839,71.742,0.0,0.0,3.226,25455875.0,24679251.0,1936146432.0,18636800.0,271335424.0,12479971328.0
17-10 20:56:39,18.807,5.577,72.114,0.0,0.0,3.502,25795421.0,25068818.0,1936211968.0,18636800.0,271335424.0,12479905792.0
17-10 20:56:40,17.945,7.412,71.651,0.0,0.0,2.991,25802285.0,25085107.0,1936277504.0,18636800.0,271335424.0,12479840256.0
17-10 20:56:41,16.755,5.541,73.747,0.0,0.0,3.958,25079548.0,24317484.0,1936437248.0,18636800.0,271335424.0,12479680512.0
17-10 20:56:42,17.487,7.254,70.855,0.0,0.0,4.404,26096626.0,25386027.0,1934143488.0,18636800.0,271335424.0,12481974272.0
17-10 20:56:43,17.972,7.060,71.117,0.257,0.0,3.594,25409916.0,24721399.0,1936330752.0,18644992.0,271335424.0,12479778816.0
17-10 20:56:44,18.438,7.810,70.551,0.0,0.0,3.201,25786466.0,25052832.0,1934299136.0,18644992.0,271335424.0,12481810432.0
17-10 20:56:45,18.182,6.623,71.688,0.0,0.0,3.506,25763740.0,25060369.0,1936232448.0,18644992.0,271335424.0,12479877120.0
17-10 20:56:46,17.464,6.598,72.186,0.0,0.0,3.752,25383043.0,24615253.0,1936687104.0,18644992.0,271335424.0,12479422464.0
17-10 20:56:47,17.169,5.636,74.050,0.0,0.0,3.145,25316610.0,24678246.0,1934229504.0,18644992.0,271335424.0,12481880064.0
17-10 20:56:48,16.923,6.026,72.949,0.0,0.0,4.103,25519832.0,24786576.0,1936392192.0,18644992.0,271335424.0,12479717376.0
17-10 20:56:49,19.595,6.827,70.291,0.0,0.0,3.287,25357259.0,24616206.0,1934557184.0,18644992.0,271335424.0,12481552384.0
17-10 20:56:50,17.715,7.317,71.887,0.0,0.0,3.081,25452489.0,24726280.0,1934360576.0,18644992.0,271335424.0,12481748992.0
17-10 20:56:51,17.397,7.216,72.036,0.0,0.0,3.351,25387521.0,24721887.0,1934073856.0,18644992.0,271339520.0,12482031616.0
17-10 20:56:52,17.102,5.614,73.238,0.0,0.0,4.047,25401154.0,24640495.0,1936236544.0,18644992.0,271339520.0,12479868928.0
17-10 20:56:53,17.057,6.641,73.047,0.0,0.0,3.255,25392075.0,24736852.0,1936105472.0,18644992.0,271339520.0,12480000000.0
17-10 20:56:54,17.179,5.641,73.718,0.0,0.0,3.462,25399020.0,24660678.0,1936334848.0,18644992.0,271339520.0,12479770624.0
17-10 20:56:55,18.286,6.522,73.274,0.0,0.0,1.918,25798093.0,25099361.0,1933975552.0,18644992.0,271339520.0,12482129920.0
17-10 20:56:56,17.303,6.616,73.155,0.0,0.0,2.926,25398300.0,24655220.0,1937068032.0,18644992.0,271339520.0,12479037440.0
17-10 20:56:57,16.216,6.178,74.003,0.0,0.0,3.604,25386937.0,24690770.0,1934577664.0,18644992.0,271339520.0,12481527808.0
17-10 20:56:58,17.632,6.053,73.816,0.0,0.0,2.500,25410114.0,24682240.0,1936740352.0,18644992.0,271339520.0,12479365120.0
17-10 20:56:59,18.312,8.312,69.740,0.0,0.0,3.636,25773517.0,25042500.0,1936969728.0,18644992.0,271339520.0,12479135744.0
17-10 20:57:00,16.976,6.897,72.149,0.0,0.0,3.979,25322956.0,24566268.0,1934839808.0,18644992.0,271339520.0,12481265664.0
17-10 20:57:01,15.885,6.771,74.609,0.0,0.0,2.734,25482954.0,24798696.0,1936232448.0,18644992.0,271339520.0,12479873024.0
17-10 20:57:02,18.299,6.701,70.747,0.0,0.0,4.253,26155518.0,25424646.0,1936195584.0,18644992.0,271343616.0,12479905792.0
17-10 20:57:03,17.639,6.355,72.892,0.0,0.0,3.113,25395605.0,24635791.0,1934032896.0,18644992.0,271343616.0,12482068480.0
17-10 20:57:04,19.462,7.682,69.014,0.0,0.0,3.841,25432091.0,24761522.0,1936424960.0,18644992.0,271343616.0,12479676416.0
17-10 20:57:05,17.922,6.104,72.597,0.0,0.0,3.377,25398008.0,24703416.0,1936064512.0,18644992.0,271343616.0,12480036864.0
17-10 20:57:06,16.818,5.433,75.032,0.0,0.0,2.717,25366875.0,24638896.0,1936056320.0,18644992.0,271343616.0,12480045056.0
17-10 20:57:07,17.655,6.701,71.392,0.0,0.0,4.253,25432816.0,24730540.0,1933893632.0,18644992.0,271343616.0,12482207744.0
17-10 20:57:08,18.880,6.901,70.312,0.0,0.0,3.906,25776975.0,25029036.0,1936056320.0,18644992.0,271343616.0,12480045056.0
17-10 20:57:09,17.436,6.154,72.821,0.0,0.0,3.590,25391236.0,24660550.0,1936089088.0,18644992.0,271343616.0,12480012288.0
17-10 20:57:10,17.179,7.051,73.077,0.0,0.0,2.692,25406424.0,24734210.0,1934221312.0,18644992.0,271343616.0,12481880064.0
17-10 20:57:11,16.062,6.218,74.870,0.0,0.0,2.850,25412140.0,24678307.0,1936490496.0,18644992.0,271343616.0,12479610880.0
17-10 20:57:12,19.066,6.061,71.591,0.0,0.0,3.283,25787506.0,25054349.0,1936556032.0,18644992.0,271343616.0,12479545344.0
17-10 20:57:13,17.602,6.250,71.939,0.255,0.0,3.954,25801032.0,25082660.0,1934483456.0,18653184.0,271343616.0,12481609728.0
17-10 20:57:14,16.213,6.615,73.800,0.0,0.0,3.372,25380765.0,24712027.0,1936580608.0,18653184.0,271343616.0,12479512576.0
17-10 20:57:15,15.883,6.861,73.443,0.0,0.0,3.812,25405106.0,24711281.0,1936613376.0,18653184.0,271343616.0,12479479808.0
17-10 20:57:16,16.078,6.275,75.033,0.0,0.0,2.614,25401023.0,24679196.0,1936715776.0,18653184.0,271343616.0,12479377408.0
17-10 20:57:17,17.095,6.427,73.265,0.0,0.0,3.213,25401326.0,24713259.0,1934225408.0,18653184.0,271343616.0,12481867776.0
17-10 20:57:18,15.533,6.804,74.583,0.0,0.0,3.081,25391073.0,24706026.0,1936551936.0,18653184.0,271343616.0,12479541248.0
17-10 20:57:19,17.975,6.835,72.152,0.0,0.0,3.038,25399481.0,24693656.0,1936420864.0,18653184.0,271343616.0,12479672320.0
17-10 20:57:20,17.391,5.754,73.913,0.0,0.0,2.941,25401873.0,24709424.0,1934487552.0,18653184.0,271343616.0,12481605632.0
17-10 20:57:21,16.472,7.134,73.930,0.0,0.0,2.464,25373034.0,24667573.0,1933950976.0,18653184.0,271343616.0,12482142208.0
17-10 20:57:22,16.088,6.306,74.260,0.0,0.0,3.346,25396078.0,24727206.0,1933754368.0,18653184.0,271343616.0,12482338816.0
17-10 20:57:23,17.290,7.484,72.0,0.0,0.0,3.226,26200738.0,25441260.0,1935720448.0,18653184.0,271343616.0,12480372736.0
17-10 20:57:24,16.753,6.234,74.416,0.0,0.0,2.597,25391061.0,24720310.0,1933656064.0,18653184.0,271343616.0,12482437120.0
17-10 20:57:25,16.903,6.968,73.419,0.0,0.0,2.710,25186112.0,24454078.0,1936080896.0,18653184.0,271343616.0,12480012288.0
17-10 20:57:26,16.603,6.258,73.052,0.0,0.0,4.087,25610124.0,24946918.0,1936089088.0,18653184.0,271343616.0,12480004096.0
17-10 20:57:27,16.969,6.477,73.964,0.0,0.0,2.591,25773191.0,25039447.0,1933762560.0,18653184.0,271343616.0,12482330624.0
17-10 20:57:28,16.454,7.398,72.832,0.0,0.0,3.316,25811001.0,25103186.0,1934155776.0,18653184.0,271343616.0,12481937408.0
17-10 20:57:29,15.844,7.403,73.896,0.0,0.0,2.857,25394646.0,24708165.0,1935859712.0,18653184.0,271343616.0,12480233472.0
17-10 20:57:30,16.986,6.386,73.946,0.0,0.0,2.682,25404643.0,24719625.0,1935990784.0,18653184.0,271343616.0,12480102400.0
17-10 20:57:31,17.032,6.839,73.290,0.0,0.0,2.839,25395286.0,24726016.0,1934458880.0,18653184.0,271343616.0,12481634304.0
17-10 20:57:32,19.769,6.547,71.245,0.0,0.0,2.439,26192509.0,25459213.0,1936588800.0,18653184.0,271343616.0,12479504384.0
17-10 20:57:33,18.919,5.405,72.844,0.0,0.0,2.831,25394180.0,24672744.0,1934295040.0,18653184.0,271343616.0,12481798144.0
17-10 20:57:34,18.438,6.402,71.447,0.0,0.0,3.713,26594959.0,25861682.0,1936490496.0,18653184.0,271343616.0,12479602688.0
17-10 20:57:35,18.344,6.115,72.102,0.0,0.0,3.439,25388881.0,24725017.0,1934163968.0,18653184.0,271343616.0,12481929216.0
17-10 20:57:36,17.425,6.762,73.342,0.0,0.0,2.471,25387181.0,24744915.0,1936003072.0,18653184.0,271347712.0,12480086016.0
17-10 20:57:37,16.429,5.951,74.256,0.0,0.0,3.364,25402990.0,24687711.0,1934004224.0,18653184.0,271347712.0,12482084864.0
17-10 20:57:38,17.303,6.743,73.410,0.0,0.0,2.545,25407044.0,24709973.0,1933905920.0,18653184.0,271347712.0,12482183168.0
17-10 20:57:39,18.111,5.821,73.221,0.0,0.0,2.846,25310479.0,24591450.0,1935773696.0,18653184.0,271347712.0,12480315392.0
17-10 20:57:40,15.504,6.718,75.065,0.0,0.0,2.713,25458640.0,24793890.0,1936134144.0,18653184.0,271347712.0,12479954944.0
17-10 20:57:41,17.206,5.692,74.256,0.0,0.0,2.846,25427719.0,24730113.0,1935806464.0,18653184.0,271347712.0,12480282624.0
17-10 20:57:42,16.216,6.435,74.389,0.0,0.0,2.960,25390180.0,24685863.0,1935937536.0,18653184.0,271347712.0,12480151552.0
17-10 20:57:43,15.415,5.797,75.362,0.0,0.0,3.426,25396287.0,24679339.0,1937739776.0,18653184.0,271347712.0,12478349312.0
17-10 20:57:44,16.494,6.623,73.636,0.260,0.0,2.987,25795657.0,25095934.0,1938087936.0,18661376.0,271347712.0,12477992960.0
17-10 20:57:45,17.464,5.304,73.997,0.0,0.0,3.234,25796041.0,25096642.0,1936121856.0,18661376.0,271347712.0,12479959040.0
17-10 20:57:46,18.297,7.624,70.775,0.0,0.0,3.304,25791447.0,25047806.0,1938063360.0,18661376.0,271351808.0,12478013440.0
17-10 20:57:47,17.972,7.189,73.042,0.0,0.0,1.797,25391816.0,24731294.0,1938128896.0,18661376.0,271351808.0,12477947904.0
17-10 20:57:48,15.783,6.598,73.997,0.0,0.0,3.622,25409553.0,24713008.0,1937801216.0,18661376.0,271351808.0,12478275584.0
17-10 20:57:49,15.183,6.414,75.262,0.0,0.0,3.141,25391108.0,24699489.0,1937768448.0,18661376.0,271351808.0,12478308352.0
17-10 20:57:50,18.005,6.477,72.798,0.0,0.0,2.720,25363845.0,24689653.0,1935704064.0,18661376.0,271351808.0,12480372736.0
17-10 20:57:51,18.065,6.710,72.129,0.0,0.0,3.097,25831738.0,25127304.0,1938419712.0,18661376.0,271351808.0,12477657088.0
17-10 20:57:52,16.410,6.410,73.974,0.0,0.0,3.205,25391736.0,24694446.0,1937862656.0,18661376.0,271351808.0,12478214144.0
17-10 20:57:53,18.077,5.513,72.949,0.0,0.0,3.462,25397673.0,24703161.0,1937993728.0,18661376.0,271351808.0,12478083072.0
17-10 20:57:54,15.475,6.502,74.772,0.0,0.0,3.251,25382170.0,24713101.0,1942822912.0,18661376.0,271351808.0,12473253888.0
17-10 20:57:55,15.497,5.960,75.762,0.0,0.0,2.781,25795180.0,25066507.0,1942691840.0,18661376.0,271351808.0,12473384960.0
17-10 20:57:56,18.170,7.519,70.927,0.0,0.0,3.383,25809351.0,25072335.0,1943150592.0,18661376.0,271351808.0,12472926208.0
17-10 20:57:57,17.188,6.510,73.177,0.0,0.0,3.125,25395408.0,24726037.0,1942986752.0,18661376.0,271351808.0,12473090048.0
17-10 20:57:58,16.385,6.502,74.252,0.0,0.0,2.861,25778031.0,25079273.0,1943052288.0,18661376.0,271351808.0,12473024512.0
17-10 20:57:59,18.814,6.057,72.552,0.0,0.0,2.577,25805254.0,25101111.0,1942921216.0,18661376.0,271351808.0,12473155584.0
17-10 20:58:00,17.548,6.323,72.516,0.0,0.0,3.613,25784554.0,25081528.0,1941229568.0,18661376.0,271351808.0,12474847232.0
17-10 20:58:01,17.403,6.364,72.857,0.0,0.0,3.377,25380600.0,24695568.0,1943556096.0,18661376.0,271351808.0,12472520704.0
17-10 20:58:02,17.340,7.040,71.838,0.0,0.0,3.781,25334828.0,24605438.0,1943425024.0,18661376.0,271351808.0,12472651776.0
17-10 20:58:03,18.614,5.905,72.272,0.0,0.0,3.209,25874184.0,25174507.0,1943326720.0,18661376.0,271351808.0,12472750080.0
17-10 20:58:04,18.026,5.526,74.211,0.0,0.0,2.237,25387151.0,24730444.0,1941327872.0,18661376.0,271351808.0,12474748928.0
17-10 20:58:05,17.969,6.250,72.786,0.0,0.0,2.995,26195796.0,25440677.0,1943359488.0,18661376.0,271351808.0,12472717312.0
17-10 20:58:06,16.818,5.692,74.515,0.0,0.0,2.975,25400545.0,24710130.0,1943617536.0,18661376.0,271351808.0,12472459264.0
17-10 20:58:07,15.633,6.718,74.031,0.0,0.0,3.618,25365192.0,24722543.0,1943486464.0,18661376.0,271351808.0,12472590336.0
17-10 20:58:08,16.775,6.632,73.082,0.0,0.0,3.511,25427617.0,24693559.0,1941553152.0,18661376.0,271351808.0,12474523648.0
17-10 20:58:09,16.905,5.462,74.512,0.0,0.0,3.121,25323762.0,24688199.0,1943552000.0,18661376.0,271351808.0,12472524800.0
17-10 20:58:10,18.264,5.440,72.409,0.0,0.0,3.886,25445889.0,24690798.0,1941483520.0,18661376.0,271355904.0,12474589184.0
17-10 20:58:11,19.634,7.853,67.670,0.0,0.0,4.843,25351115.0,24572986.0,1943523328.0,18661376.0,271355904.0,12472549376.0
17-10 20:58:12,20.440,7.503,68.952,0.0,0.0,3.105,25349167.0,24773908.0,1941622784.0,18661376.0,271355904.0,12474449920.0
17-10 20:58:13,18.902,6.769,70.881,0.0,0.0,3.448,25496236.0,24757702.0,1944588288.0,18661376.0,271355904.0,12471484416.0
