"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Client1",,,,"User:","zhiyang"
"Cmdline:","dstat -tcnm --output ../logs/1/dstat_client1.csv",,,,"Date:","17 Oct 2018 23:20:40 UTC"

"system","total cpu usage",,,,,,"net/total",,"memory usage",,,
17-10 23:34:21,10.204,17.857,60.714,0.0,0.0,11.224,31760715.0,1104688.0,294412288.0,15122432.0,194985984.0,3104546816.0
17-10 23:34:22,9.474,18.421,63.684,0.0,0.0,8.421,32261560.0,1122522.0,294428672.0,15122432.0,194985984.0,3104530432.0
17-10 23:34:23,12.042,19.372,61.780,0.0,0.0,6.806,31211179.0,1079659.0,294445056.0,15122432.0,194985984.0,3104514048.0
17-10 23:34:24,9.326,18.653,63.731,0.0,0.0,8.290,32221076.0,1117214.0,294428672.0,15122432.0,194985984.0,3104530432.0
17-10 23:34:25,12.435,17.098,61.140,0.0,0.0,9.326,32141445.0,1117382.0,294412288.0,15122432.0,194985984.0,3104546816.0
17-10 23:34:26,10.995,15.183,66.492,0.0,0.0,7.330,30460883.0,1054790.0,294404096.0,15122432.0,194985984.0,3104555008.0
17-10 23:34:27,8.763,19.072,66.495,0.0,0.0,5.670,30131810.0,1042650.0,294424576.0,15122432.0,194990080.0,3104530432.0
17-10 23:34:28,9.794,19.072,63.402,0.0,0.0,7.732,30328370.0,1056119.0,294612992.0,15122432.0,194990080.0,3104342016.0
17-10 23:34:29,10.938,17.708,63.021,0.0,0.0,8.333,31616642.0,1092544.0,294686720.0,15122432.0,194990080.0,3104268288.0
17-10 23:34:30,7.650,13.115,69.945,0.0,0.0,9.290,30424903.0,1056328.0,294580224.0,15122432.0,194990080.0,3104374784.0
17-10 23:34:31,12.245,17.347,63.776,0.0,0.0,6.633,30616805.0,1064155.0,294596608.0,15122432.0,194990080.0,3104358400.0
17-10 23:34:32,9.375,15.625,66.667,0.0,0.0,8.333,29941677.0,1033013.0,294686720.0,15122432.0,194990080.0,3104268288.0
17-10 23:34:33,10.152,18.782,63.959,0.0,0.0,7.107,30422150.0,1056640.0,294682624.0,15122432.0,194990080.0,3104272384.0
17-10 23:34:34,11.640,16.931,64.550,1.058,0.0,5.820,31062705.0,1081358.0,294653952.0,15130624.0,194994176.0,3104288768.0
17-10 23:34:35,10.256,13.846,67.692,0.0,0.0,8.205,29971849.0,1038006.0,294776832.0,15130624.0,194994176.0,3104165888.0
17-10 23:34:36,9.896,16.667,65.625,0.0,0.0,7.812,31313631.0,1083063.0,294776832.0,15130624.0,194994176.0,3104165888.0
17-10 23:34:37,10.101,20.202,61.616,0.0,0.0,8.081,31153455.0,1083701.0,294809600.0,15130624.0,194994176.0,3104133120.0
17-10 23:34:38,10.553,18.090,62.312,0.0,0.0,9.045,30847633.0,1067072.0,294834176.0,15130624.0,194994176.0,3104108544.0
17-10 23:34:39,9.091,17.112,66.310,0.0,0.0,7.487,31437790.0,1090376.0,294735872.0,15130624.0,194994176.0,3104206848.0
17-10 23:34:40,10.204,17.347,64.286,0.0,0.0,8.163,30891010.0,1074265.0,294711296.0,15130624.0,194994176.0,3104231424.0
17-10 23:34:41,12.060,14.573,63.819,0.0,0.0,9.548,31693160.0,1095280.0,294768640.0,15130624.0,194994176.0,3104174080.0
17-10 23:34:42,11.111,14.646,64.646,0.0,0.0,9.596,30902504.0,1072883.0,294735872.0,15130624.0,194994176.0,3104206848.0
17-10 23:34:43,12.565,19.372,60.733,0.0,0.0,7.330,31720549.0,1101915.0,294801408.0,15130624.0,194994176.0,3104141312.0
17-10 23:34:44,8.333,19.271,66.146,0.0,0.0,6.250,30887929.0,1068857.0,294760448.0,15130624.0,194994176.0,3104182272.0
17-10 23:34:45,10.881,15.026,65.285,0.0,0.0,8.808,30784262.0,1068267.0,294694912.0,15130624.0,194994176.0,3104247808.0
17-10 23:34:46,12.500,17.708,61.979,0.0,0.0,7.812,31377116.0,1090341.0,294727680.0,15130624.0,194994176.0,3104215040.0
17-10 23:34:47,11.917,18.653,61.658,0.0,0.0,7.772,31823015.0,1102284.0,294801408.0,15130624.0,194994176.0,3104141312.0
17-10 23:34:48,7.772,18.653,64.249,0.0,0.0,9.326,30758298.0,1063032.0,294862848.0,15130624.0,194994176.0,3104079872.0
17-10 23:34:49,9.375,16.667,66.146,0.0,0.0,7.812,30885909.0,1066913.0,295067648.0,15130624.0,194994176.0,3103875072.0
17-10 23:34:50,8.163,20.918,64.286,0.0,0.0,6.633,29782821.0,1039743.0,294862848.0,15130624.0,194994176.0,3104079872.0
17-10 23:34:51,9.845,20.207,63.212,0.0,0.0,6.736,31036736.0,1076958.0,294862848.0,15130624.0,194994176.0,3104079872.0
17-10 23:34:52,7.368,19.474,66.842,0.0,0.0,6.316,31485439.0,1090636.0,294961152.0,15130624.0,194994176.0,3103981568.0
17-10 23:34:53,11.558,20.603,60.302,0.0,0.0,7.538,30439309.0,1058412.0,295055360.0,15130624.0,194994176.0,3103887360.0
17-10 23:34:54,8.021,16.578,66.310,0.0,0.0,9.091,32236909.0,1111300.0,295063552.0,15130624.0,194994176.0,3103879168.0
17-10 23:34:55,8.808,15.544,65.803,0.0,0.0,9.845,30769735.0,1070970.0,295022592.0,15130624.0,194994176.0,3103920128.0
17-10 23:34:56,11.940,17.910,61.692,0.0,0.0,8.458,30861910.0,1069756.0,295178240.0,15130624.0,194994176.0,3103764480.0
17-10 23:34:57,6.915,18.617,66.489,0.0,0.0,7.979,31335274.0,1087661.0,294924288.0,15130624.0,194994176.0,3104018432.0
17-10 23:34:58,10.606,18.687,61.111,0.0,0.0,9.596,30531465.0,1058299.0,295030784.0,15130624.0,194994176.0,3103911936.0
17-10 23:34:59,9.231,20.513,63.077,0.0,0.0,7.179,31090067.0,1080450.0,295014400.0,15130624.0,194994176.0,3103928320.0
17-10 23:35:00,9.677,17.204,66.667,0.0,0.0,6.452,31690222.0,1098130.0,295096320.0,15130624.0,194994176.0,3103846400.0
17-10 23:35:01,8.995,16.402,68.254,0.0,0.0,6.349,30820290.0,1067668.0,294948864.0,15130624.0,195002368.0,3103985664.0
17-10 23:35:02,10.769,19.487,63.077,0.0,0.0,6.667,31214262.0,1085239.0,294948864.0,15130624.0,195002368.0,3103985664.0
17-10 23:35:03,9.896,15.625,65.625,0.0,0.0,8.854,30143568.0,1043057.0,295084032.0,15130624.0,195002368.0,3103850496.0
17-10 23:35:04,8.290,15.026,66.321,1.036,0.0,9.326,30205392.0,1047192.0,295124992.0,15138816.0,195002368.0,3103801344.0
17-10 23:35:05,10.714,18.367,62.755,0.0,0.0,8.163,30292336.0,1052032.0,295006208.0,15138816.0,195002368.0,3103920128.0
17-10 23:35:06,9.231,16.410,66.667,0.0,0.0,7.692,30897960.0,1071526.0,295030784.0,15138816.0,195002368.0,3103895552.0
17-10 23:35:07,9.184,16.327,65.306,0.0,0.0,9.184,30076630.0,1041676.0,294989824.0,15138816.0,195002368.0,3103936512.0
17-10 23:35:08,8.466,20.106,63.492,0.0,0.0,7.937,30993415.0,1077928.0,294830080.0,15138816.0,195002368.0,3104096256.0
17-10 23:35:09,7.487,18.717,66.310,0.0,0.0,7.487,31247289.0,1082137.0,294920192.0,15138816.0,195002368.0,3104006144.0
17-10 23:35:10,11.917,17.098,62.694,0.0,0.0,8.290,32036439.0,1109573.0,294797312.0,15138816.0,195002368.0,3104129024.0
17-10 23:35:11,11.053,16.842,63.158,0.0,0.0,8.947,30185567.0,1049606.0,294789120.0,15138816.0,195002368.0,3104137216.0
17-10 23:35:12,8.901,20.419,62.827,0.0,0.0,7.853,31802733.0,1101328.0,294842368.0,15138816.0,195006464.0,3104079872.0
17-10 23:35:13,10.938,19.792,64.062,0.0,0.0,5.208,30645430.0,1061236.0,294875136.0,15138816.0,195006464.0,3104047104.0
17-10 23:35:14,9.574,15.426,67.553,0.0,0.0,7.447,30686027.0,1067430.0,294907904.0,15138816.0,195006464.0,3104014336.0
17-10 23:35:15,9.524,14.815,66.667,0.0,0.0,8.995,31087194.0,1076176.0,294907904.0,15138816.0,195006464.0,3104014336.0
17-10 23:35:16,7.143,20.408,65.816,0.0,0.0,6.633,30497070.0,1055154.0,294875136.0,15138816.0,195006464.0,3104047104.0
17-10 23:35:17,9.524,15.344,67.725,0.0,0.0,7.407,30792876.0,1070374.0,294875136.0,15138816.0,195006464.0,3104047104.0
17-10 23:35:18,12.500,17.708,62.500,0.0,0.0,7.292,31270227.0,1085265.0,295153664.0,15138816.0,195006464.0,3103768576.0
17-10 23:35:19,10.695,13.904,66.845,0.0,0.0,8.556,31551695.0,1092616.0,295137280.0,15138816.0,195006464.0,3103784960.0
17-10 23:35:20,10.309,18.557,62.371,0.0,0.0,8.763,31972916.0,1109375.0,295120896.0,15138816.0,195006464.0,3103801344.0
17-10 23:35:21,10.638,16.489,63.830,0.0,0.0,9.043,30957191.0,1074138.0,295153664.0,15138816.0,195006464.0,3103768576.0
17-10 23:35:22,12.371,19.072,57.732,0.0,0.0,10.825,31567350.0,1094307.0,295284736.0,15138816.0,195006464.0,3103637504.0
17-10 23:35:23,10.053,16.931,60.847,0.0,0.0,12.169,31802493.0,1106274.0,295235584.0,15138816.0,195006464.0,3103686656.0
17-10 23:35:24,11.616,18.687,61.616,0.0,0.0,8.081,30671498.0,1065202.0,294739968.0,15138816.0,195006464.0,3104182272.0
17-10 23:35:25,9.375,20.833,60.417,0.0,0.0,9.375,31778133.0,1100478.0,294707200.0,15138816.0,195006464.0,3104215040.0
17-10 23:35:26,9.474,18.947,62.632,0.0,0.0,8.947,31603751.0,1099773.0,294674432.0,15138816.0,195006464.0,3104247808.0
17-10 23:35:27,9.474,18.947,63.684,0.0,0.0,7.895,31144594.0,1077437.0,294789120.0,15138816.0,195006464.0,3104133120.0
17-10 23:35:28,12.953,15.026,63.731,0.0,0.0,8.290,31359870.0,1088017.0,294723584.0,15138816.0,195006464.0,3104198656.0
17-10 23:35:29,11.168,17.766,61.929,0.0,0.0,9.137,30524595.0,1060524.0,294862848.0,15138816.0,195010560.0,3104055296.0
17-10 23:35:30,10.106,17.021,66.489,0.0,0.0,6.383,29925538.0,1036660.0,294944768.0,15138816.0,195010560.0,3103973376.0
17-10 23:35:31,9.626,18.182,66.310,0.0,0.0,5.882,30781165.0,1066034.0,294952960.0,15138816.0,195010560.0,3103965184.0
17-10 23:35:32,12.121,17.677,60.606,0.0,0.0,9.596,31032087.0,1078912.0,294944768.0,15138816.0,195010560.0,3103973376.0
17-10 23:35:33,13.0,18.500,60.500,0.0,0.0,8.0,30665822.0,1063134.0,294903808.0,15138816.0,195010560.0,3104014336.0
17-10 23:35:34,8.947,22.105,58.947,0.0,0.0,10.0,30829170.0,1067705.0,294739968.0,15138816.0,195010560.0,3104178176.0
17-10 23:35:35,10.215,16.129,63.441,1.075,0.0,9.140,30654477.0,1063454.0,294895616.0,15147008.0,195010560.0,3104014336.0
17-10 23:35:36,11.917,20.725,60.104,0.0,0.0,7.254,31061304.0,1077596.0,294785024.0,15147008.0,195014656.0,3104120832.0
17-10 23:35:37,9.278,20.619,58.763,0.0,0.0,11.340,32231192.0,1116619.0,294793216.0,15147008.0,195014656.0,3104112640.0
17-10 23:35:38,13.568,19.598,58.291,0.0,0.0,8.543,31129074.0,1081858.0,294916096.0,15147008.0,195014656.0,3103989760.0
17-10 23:35:39,10.106,19.681,62.234,0.0,0.0,7.979,30948709.0,1071823.0,294739968.0,15147008.0,195014656.0,3104165888.0
17-10 23:35:40,12.438,19.900,58.209,0.0,0.0,9.453,31404343.0,1088480.0,294748160.0,15147008.0,195014656.0,3104157696.0
17-10 23:35:41,11.856,20.103,59.278,0.0,0.0,8.763,30831638.0,1067766.0,294772736.0,15147008.0,195014656.0,3104133120.0
17-10 23:35:42,9.845,19.171,62.176,0.0,0.0,8.808,30974682.0,1077084.0,294715392.0,15147008.0,195014656.0,3104190464.0
17-10 23:35:43,9.730,17.838,65.405,0.0,0.0,7.027,30628434.0,1060571.0,294707200.0,15147008.0,195014656.0,3104198656.0
17-10 23:35:44,11.979,17.188,60.417,0.0,0.0,10.417,31218584.0,1083514.0,294649856.0,15147008.0,195014656.0,3104256000.0
17-10 23:35:45,7.895,15.263,67.895,0.0,0.0,8.947,29918554.0,1038260.0,294813696.0,15147008.0,195014656.0,3104092160.0
17-10 23:35:46,8.673,19.898,62.755,0.0,0.0,8.673,30945498.0,1071924.0,294854656.0,15147008.0,195014656.0,3104051200.0
17-10 23:35:47,10.660,16.751,61.929,0.0,0.0,10.660,32357951.0,1125191.0,294748160.0,15147008.0,195014656.0,3104157696.0
17-10 23:35:48,10.417,17.188,66.146,0.0,0.0,6.250,30625540.0,1057860.0,294748160.0,15147008.0,195014656.0,3104157696.0
17-10 23:35:49,9.730,17.838,64.865,0.0,0.0,7.568,30102846.0,1045441.0,294936576.0,15147008.0,195014656.0,3103969280.0
17-10 23:35:50,9.794,20.103,62.371,0.0,0.0,7.732,31646246.0,1094289.0,295157760.0,15147008.0,195014656.0,3103748096.0
17-10 23:35:51,11.413,13.587,65.761,0.0,0.0,9.239,30283322.0,1052701.0,295133184.0,15147008.0,195014656.0,3103772672.0
17-10 23:35:52,9.948,18.325,62.827,0.0,0.0,8.901,31039435.0,1075782.0,294985728.0,15147008.0,195014656.0,3103920128.0
17-10 23:35:53,11.979,16.667,61.979,0.0,0.0,9.375,31316606.0,1085880.0,295018496.0,15147008.0,195014656.0,3103887360.0
17-10 23:35:54,12.308,19.487,60.0,0.0,0.0,8.205,30857961.0,1070646.0,295067648.0,15147008.0,195014656.0,3103838208.0
17-10 23:35:55,11.616,20.707,59.596,0.0,0.0,8.081,31266025.0,1084780.0,295026688.0,15147008.0,195014656.0,3103879168.0
17-10 23:35:56,13.021,18.750,61.458,0.0,0.0,6.771,31316425.0,1085823.0,295067648.0,15147008.0,195014656.0,3103838208.0
17-10 23:35:57,9.596,18.687,63.131,0.0,0.0,8.586,30981882.0,1076605.0,295038976.0,15147008.0,195018752.0,3103862784.0
17-10 23:35:58,10.825,15.464,62.371,0.0,0.0,11.340,32420049.0,1122196.0,295022592.0,15147008.0,195018752.0,3103879168.0
17-10 23:35:59,10.526,18.947,63.158,0.0,0.0,7.368,31664196.0,1098154.0,295268352.0,15147008.0,195018752.0,3103633408.0
17-10 23:36:00,8.377,19.895,63.874,0.0,0.0,7.853,30639658.0,1064992.0,295309312.0,15147008.0,195018752.0,3103592448.0
17-10 23:36:01,8.377,18.325,64.398,0.0,0.0,8.901,30918387.0,1071294.0,295178240.0,15147008.0,195018752.0,3103723520.0
17-10 23:36:02,11.168,14.721,66.497,0.0,0.0,7.614,29792936.0,1031241.0,295190528.0,15147008.0,195018752.0,3103711232.0
17-10 23:36:03,10.938,14.583,65.625,0.0,0.0,8.854,29799037.0,1036523.0,295133184.0,15147008.0,195018752.0,3103768576.0
17-10 23:36:04,8.901,17.801,64.398,0.0,0.0,8.901,30779751.0,1065842.0,295268352.0,15147008.0,195018752.0,3103633408.0
17-10 23:36:05,8.629,17.259,63.452,1.015,0.0,9.645,30348214.0,1051141.0,295211008.0,15155200.0,195018752.0,3103682560.0
17-10 23:36:06,12.766,13.830,65.426,0.0,0.0,7.979,31131836.0,1081110.0,295292928.0,15155200.0,195018752.0,3103600640.0
17-10 23:36:07,9.948,17.277,64.921,0.0,0.0,7.853,30696151.0,1061861.0,295264256.0,15155200.0,195022848.0,3103625216.0
17-10 23:36:08,7.979,15.426,67.553,0.0,0.0,9.043,30719371.0,1067110.0,295239680.0,15155200.0,195022848.0,3103649792.0
17-10 23:36:09,9.326,20.725,61.140,0.0,0.0,8.808,31033509.0,1078946.0,295112704.0,15155200.0,195022848.0,3103776768.0
17-10 23:36:10,9.845,18.135,64.767,0.0,0.0,7.254,30913914.0,1071104.0,295075840.0,15155200.0,195026944.0,3103809536.0
17-10 23:36:11,8.205,16.410,64.615,0.0,0.0,10.769,30492679.0,1055350.0,295043072.0,15155200.0,195026944.0,3103842304.0
17-10 23:36:12,8.673,17.857,63.776,0.0,0.0,9.694,30308111.0,1054481.0,295067648.0,15155200.0,195026944.0,3103817728.0
17-10 23:36:13,8.718,17.949,65.128,0.0,0.0,8.205,31085337.0,1076255.0,295206912.0,15155200.0,195026944.0,3103678464.0
17-10 23:36:14,9.140,17.742,65.591,0.0,0.0,7.527,31954186.0,1107228.0,295186432.0,15155200.0,195026944.0,3103698944.0
17-10 23:36:15,10.215,18.280,64.516,0.0,0.0,6.989,30952847.0,1075885.0,295268352.0,15155200.0,195026944.0,3103617024.0
17-10 23:36:16,6.091,21.827,63.452,0.0,0.0,8.629,29872491.0,1033560.0,295243776.0,15155200.0,195026944.0,3103641600.0
17-10 23:36:17,10.471,16.754,65.969,0.0,0.0,6.806,31033503.0,1076257.0,295325696.0,15155200.0,195026944.0,3103559680.0
17-10 23:36:18,10.106,17.021,65.957,0.0,0.0,6.915,31258743.0,1087199.0,295260160.0,15155200.0,195026944.0,3103625216.0
17-10 23:36:19,12.169,16.931,61.905,0.0,0.0,8.995,31826875.0,1102073.0,295084032.0,15155200.0,195026944.0,3103801344.0
17-10 23:36:20,10.881,16.580,63.731,0.0,0.0,8.808,31244375.0,1082250.0,295067648.0,15155200.0,195026944.0,3103817728.0
17-10 23:36:21,9.189,15.676,65.946,0.0,0.0,9.189,31064122.0,1077041.0,294952960.0,15155200.0,195026944.0,3103932416.0
17-10 23:36:22,12.245,19.388,59.694,0.0,0.0,8.673,31630882.0,1104080.0,295075840.0,15155200.0,195026944.0,3103809536.0
17-10 23:36:23,10.363,19.689,64.767,0.0,0.0,5.181,30862126.0,1068806.0,295092224.0,15155200.0,195026944.0,3103793152.0
17-10 23:36:24,14.583,16.667,60.938,0.0,0.0,7.812,31062764.0,1079527.0,295223296.0,15155200.0,195031040.0,3103657984.0
17-10 23:36:25,8.0,19.0,64.0,0.0,0.0,9.0,31312265.0,1083214.0,295239680.0,15155200.0,195031040.0,3103641600.0
17-10 23:36:26,7.330,18.325,65.969,0.0,0.0,8.377,31504062.0,1092613.0,295297024.0,15155200.0,195031040.0,3103584256.0
17-10 23:36:27,9.783,16.848,65.761,0.0,0.0,7.609,32030517.0,1111061.0,295215104.0,15155200.0,195031040.0,3103666176.0
17-10 23:36:28,10.769,16.410,64.103,0.0,0.0,8.718,31342558.0,1087507.0,295190528.0,15155200.0,195031040.0,3103690752.0
17-10 23:36:29,9.948,18.325,65.445,0.0,0.0,6.283,31534337.0,1090866.0,295264256.0,15155200.0,195031040.0,3103617024.0
17-10 23:36:30,11.558,20.101,59.296,0.0,0.0,9.045,31934020.0,1111099.0,295288832.0,15155200.0,195031040.0,3103592448.0
17-10 23:36:31,8.763,16.495,64.948,0.0,0.0,9.794,31061258.0,1076653.0,295256064.0,15155200.0,195031040.0,3103625216.0
17-10 23:36:32,11.224,19.388,62.755,0.0,0.0,6.633,31758044.0,1096723.0,295297024.0,15155200.0,195031040.0,3103584256.0
17-10 23:36:33,10.0,18.947,64.737,0.0,0.0,6.316,29848005.0,1040782.0,295157760.0,15155200.0,195031040.0,3103723520.0
17-10 23:36:34,9.375,17.188,65.104,0.0,0.0,8.333,31113179.0,1077984.0,294944768.0,15155200.0,195031040.0,3103936512.0
17-10 23:36:35,9.645,18.782,63.959,0.508,0.0,7.107,30473853.0,1049885.0,294969344.0,15163392.0,195031040.0,3103903744.0
17-10 23:36:36,9.896,17.708,65.104,0.0,0.0,7.292,30484183.0,1064659.0,295026688.0,15163392.0,195031040.0,3103846400.0
17-10 23:36:37,11.170,15.426,65.957,0.0,0.0,7.447,31958354.0,1105794.0,295043072.0,15163392.0,195031040.0,3103830016.0
17-10 23:36:38,9.424,15.707,67.016,0.0,0.0,7.853,29855145.0,1036066.0,294936576.0,15163392.0,195031040.0,3103936512.0
17-10 23:36:39,10.660,21.320,57.360,0.0,0.0,10.660,31755226.0,1103351.0,295215104.0,15163392.0,195031040.0,3103657984.0
17-10 23:36:40,10.753,16.667,63.441,0.0,0.0,9.140,31372816.0,1087097.0,295256064.0,15163392.0,195031040.0,3103617024.0
17-10 23:36:41,7.104,14.208,70.492,0.0,0.0,8.197,29680444.0,1027976.0,295133184.0,15163392.0,195031040.0,3103739904.0
17-10 23:36:42,10.106,16.489,64.894,0.0,0.0,8.511,31809383.0,1105538.0,295256064.0,15163392.0,195031040.0,3103617024.0
17-10 23:36:43,10.825,16.495,64.433,0.0,0.0,8.247,30709131.0,1063759.0,295215104.0,15163392.0,195031040.0,3103657984.0
17-10 23:36:44,9.626,20.856,60.963,0.0,0.0,8.556,30931116.0,1071453.0,295415808.0,15163392.0,195031040.0,3103457280.0
17-10 23:36:45,9.424,17.801,67.539,0.0,0.0,5.236,30479309.0,1052923.0,295411712.0,15163392.0,195035136.0,3103457280.0
17-10 23:36:46,9.645,18.782,63.959,0.0,0.0,7.614,30967765.0,1079530.0,295305216.0,15163392.0,195035136.0,3103563776.0
17-10 23:36:47,10.309,15.464,63.918,0.0,0.0,10.309,31568862.0,1093486.0,295477248.0,15163392.0,195035136.0,3103391744.0
17-10 23:36:48,10.256,13.846,66.154,0.0,0.0,9.744,29685016.0,1027965.0,295305216.0,15163392.0,195035136.0,3103563776.0
17-10 23:36:49,12.953,18.135,61.658,0.0,0.0,7.254,31421981.0,1089931.0,295387136.0,15163392.0,195035136.0,3103481856.0
17-10 23:36:50,10.050,23.116,59.296,0.0,0.0,7.538,30452365.0,1057288.0,295419904.0,15163392.0,195035136.0,3103449088.0
17-10 23:36:51,8.947,18.421,65.789,0.0,0.0,6.842,30716784.0,1063214.0,295337984.0,15163392.0,195035136.0,3103531008.0
17-10 23:36:52,8.763,22.165,61.856,0.0,0.0,7.216,31367465.0,1089921.0,295317504.0,15163392.0,195039232.0,3103547392.0
17-10 23:36:53,7.853,18.848,65.969,0.0,0.0,7.330,31140485.0,1080347.0,295342080.0,15163392.0,195039232.0,3103522816.0
17-10 23:36:54,10.714,19.388,61.735,0.0,0.0,8.163,31217882.0,1081147.0,295301120.0,15163392.0,195039232.0,3103563776.0
17-10 23:36:55,10.256,17.436,63.077,0.0,0.0,9.231,30564653.0,1063153.0,295268352.0,15163392.0,195039232.0,3103596544.0
17-10 23:36:56,8.556,14.439,68.449,0.0,0.0,8.556,30906643.0,1067052.0,295464960.0,15163392.0,195039232.0,3103399936.0
17-10 23:36:57,12.568,14.754,64.481,0.0,0.0,8.197,31946750.0,1110027.0,295366656.0,15163392.0,195039232.0,3103498240.0
17-10 23:36:58,10.526,17.368,62.632,0.0,0.0,9.474,32507932.0,1130135.0,295309312.0,15163392.0,195039232.0,3103555584.0
17-10 23:36:59,10.695,13.904,66.845,0.0,0.0,8.556,31007676.0,1072662.0,295378944.0,15163392.0,195039232.0,3103485952.0
17-10 23:37:00,11.399,16.062,64.767,0.0,0.0,7.772,31520026.0,1092267.0,295460864.0,15163392.0,195039232.0,3103404032.0
17-10 23:37:01,13.021,16.667,63.021,0.0,0.0,7.292,31789675.0,1104022.0,295473152.0,15163392.0,195043328.0,3103387648.0
17-10 23:37:02,9.794,16.495,65.464,0.0,0.0,8.247,30524288.0,1057827.0,295464960.0,15163392.0,195043328.0,3103395840.0
17-10 23:37:03,6.915,17.021,65.426,0.0,0.0,10.638,31655520.0,1097389.0,295432192.0,15163392.0,195043328.0,3103428608.0
17-10 23:37:04,12.500,17.188,61.979,0.0,0.0,8.333,31492346.0,1094118.0,295530496.0,15163392.0,195043328.0,3103330304.0
17-10 23:37:05,10.417,16.667,63.542,1.562,0.0,7.812,31593401.0,1095332.0,295432192.0,15171584.0,195043328.0,3103420416.0
17-10 23:37:06,8.854,18.229,64.583,0.0,0.0,8.333,31198305.0,1079905.0,295522304.0,15171584.0,195043328.0,3103330304.0
17-10 23:37:07,11.579,18.421,64.211,0.0,0.0,5.789,31143516.0,1083257.0,295456768.0,15171584.0,195043328.0,3103395840.0
17-10 23:37:08,8.377,17.801,65.445,0.0,0.0,8.377,31085675.0,1072730.0,295555072.0,15171584.0,195043328.0,3103297536.0
17-10 23:37:09,9.043,19.149,63.298,0.0,0.0,8.511,30289363.0,1052898.0,295108608.0,15171584.0,195043328.0,3103744000.0
17-10 23:37:10,10.582,21.164,62.963,0.0,0.0,5.291,31222642.0,1078778.0,295440384.0,15171584.0,195043328.0,3103412224.0
17-10 23:37:11,12.121,18.182,61.616,0.0,0.0,8.081,31430477.0,1095583.0,295108608.0,15171584.0,195043328.0,3103744000.0
17-10 23:37:12,8.247,19.072,63.918,0.0,0.0,8.763,31440198.0,1087300.0,295165952.0,15171584.0,195043328.0,3103686656.0
17-10 23:37:13,8.247,18.557,64.948,0.0,0.0,8.247,31277547.0,1089238.0,295116800.0,15171584.0,195043328.0,3103735808.0
17-10 23:37:14,11.735,17.347,63.265,0.0,0.0,7.653,30459687.0,1054623.0,294916096.0,15171584.0,195043328.0,3103936512.0
17-10 23:37:15,9.500,16.500,63.0,0.0,0.0,11.0,30889123.0,1069796.0,294981632.0,15171584.0,195043328.0,3103870976.0
17-10 23:37:16,9.845,20.207,62.694,0.0,0.0,7.254,31086945.0,1080302.0,294883328.0,15171584.0,195043328.0,3103969280.0
17-10 23:37:17,7.937,17.989,65.608,0.0,0.0,8.466,32607691.0,1127167.0,294916096.0,15171584.0,195043328.0,3103936512.0
17-10 23:37:18,9.278,17.526,64.433,0.0,0.0,8.763,31450811.0,1092072.0,295055360.0,15171584.0,195043328.0,3103797248.0
17-10 23:37:19,10.995,19.895,60.209,0.0,0.0,8.901,31300726.0,1088448.0,295137280.0,15171584.0,195047424.0,3103711232.0
17-10 23:37:20,9.043,16.489,67.021,0.0,0.0,7.447,31599071.0,1093842.0,295092224.0,15171584.0,195051520.0,3103752192.0
17-10 23:37:21,10.204,19.388,61.735,0.0,0.0,8.673,32085412.0,1107593.0,295034880.0,15171584.0,195051520.0,3103809536.0
17-10 23:37:22,11.795,25.641,52.308,0.0,0.0,10.256,30835657.0,1081939.0,294940672.0,15171584.0,195051520.0,3103903744.0
17-10 23:37:23,8.995,20.635,62.963,0.0,0.0,7.407,32268710.0,1112412.0,295112704.0,15171584.0,195051520.0,3103731712.0
17-10 23:37:24,10.695,15.508,65.775,0.0,0.0,8.021,30740429.0,1069625.0,295387136.0,15171584.0,195051520.0,3103457280.0
17-10 23:37:25,10.215,18.280,64.516,0.0,0.0,6.989,31910995.0,1109755.0,295268352.0,15171584.0,195051520.0,3103576064.0
17-10 23:37:26,6.842,15.789,67.368,0.0,0.0,10.0,30771043.0,1065729.0,295096320.0,15171584.0,195051520.0,3103748096.0
17-10 23:37:27,10.363,17.617,64.249,0.0,0.0,7.772,32005890.0,1108388.0,295260160.0,15171584.0,195051520.0,3103584256.0
17-10 23:37:28,9.794,16.495,61.856,0.0,0.0,11.856,31144951.0,1082923.0,295235584.0,15171584.0,195051520.0,3103608832.0
17-10 23:37:29,9.694,20.408,61.735,0.0,0.0,8.163,31922461.0,1104935.0,295104512.0,15171584.0,195051520.0,3103739904.0
17-10 23:37:30,7.853,18.848,65.969,0.0,0.0,7.330,30437749.0,1051915.0,295227392.0,15171584.0,195051520.0,3103617024.0
17-10 23:37:31,11.055,18.593,60.804,0.0,0.0,9.548,31368472.0,1093390.0,295120896.0,15171584.0,195051520.0,3103723520.0
17-10 23:37:32,7.895,17.895,64.737,0.0,0.0,9.474,31645354.0,1096533.0,295161856.0,15171584.0,195051520.0,3103682560.0
17-10 23:37:33,8.901,18.325,65.969,0.0,0.0,6.806,31529867.0,1091321.0,295251968.0,15171584.0,195051520.0,3103592448.0
17-10 23:37:34,9.896,18.750,62.500,0.0,0.0,8.854,31274817.0,1088073.0,294993920.0,15171584.0,195051520.0,3103850496.0
